Team,PPG,PPGA,ScoringMargin,OffensiveEff,DefensiveEff,FloorP,FloorPA,PTWO,PTWOA,PTHREE,PTHREEA,PFT,PFTA,TWOPP,TWOPPA,THREEPP,THREEPPA,FTR,FTRA,ORB,ORBA,DRB,DRBA,BlockP,BlockPA,StealP,StealPA,AssistR,AssistRA,FoulR,FoulRA,ESCPG,EPR,EPRA,TOVR,TOVRA,WinP
Alabama,91.1,81.4,9.7,1.156,1.034,53.9,49.4,45.9,53.3,33.9,27.1,20.2,19.7,60.2,48.8,34.9,30.6,0.402,0.333,32.3,27.0,73.0,67.7,6.5,6.6,7.7,9.9,0.217,0.162,24.0,26.5,-2.1,0.975,1.002,14.3,11.6,0.765
Gonzaga,86.7,69.6,17.1,1.182,0.949,55.5,44.3,56.2,50.2,25.8,31.4,18.0,18.3,57.6,49.0,35.1,29.9,0.307,0.292,30.6,23.1,76.9,69.4,4.9,5.4,10.3,7.3,0.269,0.164,23.0,24.1,5.1,0.997,0.928,11.5,16.0,0.765
Florida,85.7,69.2,16.5,1.184,0.957,54.6,45.5,47.4,51.2,34.7,28.5,17.9,20.3,56.6,46.2,35.4,29.3,0.332,0.328,37.6,26.6,73.4,62.4,7.7,4.8,10.7,8.7,0.221,0.155,23.8,23.9,4.2,1.025,0.967,12.6,14.7,0.886
Kentucky,85.0,77.3,7.8,1.144,1.04,52.9,48.3,47.1,49.2,33.9,32.9,19.0,17.9,55.9,53.4,37.4,30.6,0.356,0.305,26.6,24.5,75.5,73.4,6.5,4.6,9.0,8.6,0.229,0.173,23.2,23.9,-0.8,0.966,0.976,13.3,12.4,0.677
South Dakota,84.4,86.6,-2.2,1.096,1.125,52.9,52.7,48.8,50.2,26.8,31.1,24.5,18.7,51.7,55.4,31.6,35.9,0.454,0.352,27.6,33.0,67.0,72.4,4.8,5.3,9.5,6.5,0.144,0.203,24.9,27.7,2.6,1.006,0.972,10.9,14.8,0.533
Illinois,83.9,74.6,9.3,1.127,1.002,52.0,47.5,46.1,56.2,33.8,27.0,20.1,16.8,57.3,46.0,31.4,33.5,0.345,0.269,35.1,23.1,76.9,64.9,6.4,4.6,5.8,8.7,0.201,0.169,21.6,24.5,0.7,1.001,0.991,13.5,11.0,0.647
Auburn,83.8,69.4,14.4,1.18,0.977,54.7,47.1,48.6,51.0,33.1,25.3,18.3,23.7,56.3,47.1,36.6,29.0,0.341,0.39,33.3,26.8,73.2,66.7,10.5,4.4,9.6,8.7,0.232,0.132,26.1,25.0,4.1,1.013,0.956,11.5,15.0,0.853
Missouri,83.6,73.6,10.0,1.17,1.03,55.3,48.4,45.2,49.5,31.2,29.6,23.6,20.9,56.3,51.2,36.7,33.6,0.471,0.357,32.4,30.7,69.3,67.6,4.6,6.2,13.1,9.4,0.192,0.175,25.5,28.4,3.4,0.983,0.935,13.4,17.4,0.647
Akron,83.4,76.4,7.0,1.117,1.024,50.4,48.2,46.5,51.0,37.9,29.7,15.6,19.3,55.2,51.0,36.4,32.4,0.27,0.331,30.8,26.8,73.2,69.2,6.1,4.1,10.0,9.5,0.232,0.164,24.3,22.5,1.5,0.972,0.952,14.1,15.0,0.788
Cornell,83.4,78.7,4.7,1.133,1.069,50.8,49.9,45.1,50.4,39.2,32.2,15.7,17.4,61.1,52.3,37.4,34.7,0.286,0.313,24.0,25.8,74.2,76.0,4.9,3.3,8.2,8.9,0.245,0.207,22.9,22.3,-2.3,0.933,0.964,14.9,13.5,0.593
Duke,83.0,61.5,21.5,1.214,0.9,54.9,41.8,45.3,50.4,37.0,32.7,17.7,16.9,58.2,43.3,37.7,30.4,0.316,0.25,33.5,22.7,77.3,66.5,6.6,5.1,10.2,7.7,0.247,0.167,23.1,23.9,4.6,1.007,0.94,12.0,15.5,0.914
Iowa,82.5,79.7,2.8,1.132,1.094,51.7,51.0,50.6,53.4,35.3,31.1,13.9,15.5,56.6,56.2,38.0,34.4,0.26,0.283,23.4,30.5,69.5,76.6,6.8,4.5,9.1,8.2,0.25,0.219,21.1,21.9,0.8,0.969,0.958,12.2,15.5,0.515
Winthrop,82.3,79.8,2.5,1.072,1.04,51.9,48.9,49.1,48.5,28.1,30.8,22.8,20.7,55.0,50.6,33.8,35.2,0.477,0.371,28.6,28.9,71.1,71.4,5.4,6.7,10.1,9.1,0.158,0.166,26.4,30.2,0.4,0.95,0.945,15.4,16.2,0.645
Arizona,82.1,72.2,9.8,1.129,0.994,53.6,45.7,53.8,46.4,25.5,35.7,20.8,17.8,55.3,46.9,32.9,33.4,0.359,0.292,34.9,25.2,74.8,65.1,7.2,4.4,10.5,8.8,0.226,0.184,22.9,24.2,1.9,0.986,0.96,13.9,14.3,0.657
Santa Clara,81.9,72.5,9.4,1.135,1.005,51.0,47.2,44.0,51.1,40.3,30.3,15.7,18.5,54.8,51.5,38.3,30.8,0.287,0.311,31.1,25.4,74.6,68.9,5.1,5.6,9.2,8.4,0.238,0.207,22.7,21.8,1.5,0.97,0.95,14.5,14.9,0.636
Maryland,81.6,66.5,15.2,1.128,0.919,52.8,43.0,51.5,53.7,29.8,29.2,18.7,17.1,52.7,47.2,37.3,30.4,0.331,0.261,29.1,25.4,74.6,70.9,7.7,4.3,10.8,6.7,0.2,0.164,21.5,24.8,4.7,0.984,0.92,12.5,17.7,0.765
Cal Poly,81.6,83.4,-1.8,1.053,1.076,46.6,50.0,41.7,49.8,42.5,31.4,15.8,18.8,56.0,54.3,36.3,34.4,0.268,0.323,25.5,32.5,67.5,74.5,3.2,5.0,10.2,11.7,0.195,0.191,23.6,21.9,-3.8,0.902,0.951,18.3,16.4,0.441
St Thomas,81.6,76.1,5.5,1.146,1.069,51.8,49.5,43.6,46.3,37.8,33.2,18.6,20.5,58.1,52.1,38.3,35.4,0.34,0.359,18.6,28.8,71.2,81.4,5.4,5.2,9.5,7.1,0.205,0.185,25.7,25.0,0.0,0.942,0.942,12.5,16.1,0.677
Samford,81.5,76.8,4.7,1.103,1.04,49.7,48.8,43.8,44.3,40.0,33.9,16.3,21.8,53.9,54.1,36.9,35.0,0.294,0.426,32.1,31.3,68.7,67.9,6.0,5.5,13.0,11.4,0.218,0.207,26.8,22.4,3.1,0.961,0.919,15.8,18.6,0.645
UAB,81.4,76.3,5.1,1.13,1.059,53.9,49.6,57.0,53.5,23.9,29.5,19.2,16.9,50.1,50.4,34.0,35.0,0.315,0.288,37.2,28.0,72.0,62.8,7.0,5.9,9.0,8.1,0.218,0.189,21.5,22.4,4.8,1.043,0.976,11.6,13.2,0.647
High Point,81.2,70.7,10.5,1.179,1.027,55.0,48.9,49.2,50.9,30.7,28.4,20.1,20.6,57.3,48.9,36.6,32.9,0.372,0.363,32.2,28.2,71.8,67.8,4.6,4.7,8.5,7.1,0.186,0.154,26.6,26.6,1.0,0.986,0.971,13.2,14.1,0.818
BYU,80.9,70.9,10.1,1.144,1.002,51.8,45.6,44.8,44.6,39.2,38.7,15.9,16.7,58.7,49.2,37.0,35.0,0.307,0.288,31.9,24.0,76.0,68.1,5.5,4.4,10.1,9.3,0.242,0.185,22.8,23.7,1.4,0.96,0.94,15.1,15.1,0.735
Texas Tech,80.9,67.7,13.2,1.171,0.979,52.8,46.8,44.7,53.3,38.3,27.2,17.0,19.5,54.5,48.3,37.4,31.5,0.299,0.332,32.1,26.9,73.1,67.9,5.3,4.4,9.3,8.7,0.242,0.161,22.8,23.4,3.2,1.001,0.954,12.5,15.1,0.765
N Florida,80.9,85.7,-4.7,1.077,1.14,47.5,54.3,40.4,57.4,46.0,25.3,13.7,17.2,54.0,54.5,35.0,35.5,0.248,0.311,25.5,33.1,66.9,74.5,4.8,5.9,8.3,9.0,0.205,0.23,24.1,19.4,-2.2,0.975,1.004,13.1,12.5,0.433
North Carolina,80.7,74.7,6.1,1.107,1.024,52.0,47.7,51.2,49.9,29.6,31.5,19.2,18.6,54.5,49.1,35.6,33.5,0.348,0.305,25.5,24.9,75.1,74.5,5.9,6.6,8.2,8.4,0.202,0.173,23.2,23.6,-0.5,0.96,0.966,13.3,13.4,0.622
N Dakota St,80.7,76.0,4.7,1.172,1.104,51.4,51.1,36.9,51.3,45.0,33.1,18.1,15.6,56.5,51.3,39.8,34.3,0.326,0.271,24.6,27.6,72.4,75.4,2.9,4.3,5.2,8.6,0.216,0.167,21.9,24.3,-5.0,0.951,1.025,13.9,9.6,0.621
Yale,80.7,70.9,9.8,1.143,1.005,53.9,45.2,54.5,41.9,28.0,39.8,17.6,18.2,53.3,48.2,38.4,33.4,0.318,0.289,30.2,23.5,76.5,69.8,6.0,5.2,8.0,8.2,0.223,0.199,23.2,24.4,2.2,0.987,0.956,12.6,14.1,0.724
Iowa St,80.4,67.7,12.7,1.117,0.94,52.6,43.2,50.8,47.4,28.5,34.4,20.6,18.2,55.5,47.5,35.8,33.0,0.377,0.287,30.5,25.7,74.3,69.5,6.2,5.7,13.1,10.2,0.21,0.185,22.4,25.1,4.1,0.957,0.9,14.7,19.2,0.735
Wisconsin,79.9,70.3,9.6,1.133,0.998,51.0,46.2,42.4,49.3,36.9,33.3,20.6,17.4,55.3,46.8,34.8,32.9,0.338,0.278,24.8,24.7,75.3,75.2,3.9,5.5,7.3,6.7,0.207,0.176,23.5,26.1,-0.7,0.968,0.978,12.5,12.6,0.75
Memphis,79.9,73.4,6.5,1.084,0.996,51.7,46.5,51.6,47.3,27.9,32.8,20.5,19.9,52.0,48.6,37.6,32.4,0.393,0.339,34.1,29.8,70.2,65.9,7.8,6.2,10.5,10.4,0.196,0.187,24.2,25.2,0.4,0.957,0.952,16.4,16.3,0.829
SMU,79.8,70.9,8.9,1.118,0.993,52.8,46.0,51.6,46.0,29.1,33.9,19.3,20.2,53.8,46.9,37.3,32.7,0.364,0.325,34.0,26.8,73.2,66.0,6.2,6.5,11.2,9.0,0.22,0.21,23.3,25.3,1.6,0.975,0.953,14.7,15.4,0.706
New Mexico,79.8,70.6,9.2,1.059,0.938,51.1,44.2,54.0,48.6,25.6,32.4,20.4,18.9,50.6,48.1,34.1,34.0,0.378,0.345,29.0,22.6,77.4,71.0,8.8,6.4,11.4,9.2,0.194,0.195,23.1,25.7,6.0,0.979,0.899,13.5,18.1,0.788
Bryant,79.8,74.9,4.9,1.059,0.994,50.0,46.7,54.5,51.6,28.0,30.0,17.4,18.4,51.3,47.3,33.0,32.5,0.299,0.3,32.8,25.7,74.3,67.2,9.4,3.7,8.7,8.8,0.189,0.154,21.3,23.0,2.8,0.995,0.959,13.8,14.2,0.636
Mississippi St,79.5,74.2,5.4,1.106,1.031,51.7,47.6,50.5,43.9,32.0,36.9,17.5,19.2,55.5,50.3,31.4,35.8,0.315,0.353,32.2,27.4,72.6,67.8,7.7,5.0,12.7,8.7,0.211,0.187,24.2,24.0,4.9,1.008,0.941,12.9,16.4,0.618
CS Northridge,79.5,74.3,5.2,1.063,0.994,51.0,45.1,55.3,34.0,24.7,40.4,20.0,25.6,51.6,46.7,34.7,35.7,0.356,0.448,33.5,22.1,77.9,66.5,5.2,5.6,10.0,10.2,0.211,0.188,28.0,25.8,4.7,0.959,0.896,16.1,18.1,0.645
N Colorado,79.4,74.5,4.9,1.123,1.053,52.6,49.8,52.4,52.1,30.2,27.8,17.4,20.1,57.9,51.9,37.0,35.4,0.33,0.352,24.0,21.0,79.0,76.0,3.7,5.9,8.4,8.9,0.213,0.14,25.4,23.2,0.2,0.942,0.939,14.2,13.8,0.688
Chattanooga,79.4,74.2,5.2,1.127,1.053,51.3,49.0,46.2,47.2,36.0,34.1,17.8,18.7,57.8,50.5,36.6,35.0,0.317,0.338,23.1,27.7,72.3,76.9,5.0,4.8,9.8,8.7,0.241,0.181,23.3,23.3,-1.5,0.945,0.967,13.7,14.1,0.719
Purdue FW,79.4,76.3,3.1,1.096,1.053,49.4,49.1,44.7,52.3,38.7,30.4,16.6,17.3,54.0,56.2,37.1,32.6,0.291,0.3,19.8,31.4,68.6,80.2,4.4,5.5,11.2,7.8,0.184,0.191,22.3,23.5,1.0,0.949,0.935,12.5,17.5,0.567
UCF,79.3,80.1,-0.8,1.045,1.056,48.4,49.6,45.0,52.5,32.8,29.4,22.2,18.1,48.6,52.1,33.6,33.0,0.363,0.308,29.9,32.4,67.6,70.1,7.0,6.1,10.3,9.7,0.185,0.204,22.7,25.0,0.0,0.967,0.967,14.7,15.4,0.515
Arkansas St,79.2,70.7,8.5,1.09,0.973,50.4,46.8,45.4,50.8,34.9,27.0,19.7,22.3,50.9,46.4,32.3,30.1,0.336,0.375,32.7,27.8,72.2,67.3,7.4,5.7,10.1,8.5,0.192,0.166,25.5,23.3,3.4,1.017,0.971,12.5,14.7,0.706
Penn St,79.1,73.2,5.9,1.089,1.009,51.6,46.8,51.9,50.6,27.2,32.4,21.0,17.0,55.6,51.3,34.3,35.3,0.379,0.294,26.2,26.8,73.2,73.8,6.9,5.5,11.1,10.2,0.22,0.232,22.7,26.5,1.1,0.937,0.922,15.4,17.4,0.516
Ohio,79.1,77.3,1.7,1.069,1.046,49.6,49.7,48.8,52.1,31.8,28.2,19.4,19.7,53.9,50.4,35.0,37.6,0.335,0.364,20.6,26.8,73.2,79.4,4.8,5.2,9.7,9.0,0.185,0.176,24.0,24.9,0.2,0.94,0.937,13.4,15.6,0.484
S Dakota St,79.0,75.1,4.0,1.107,1.051,51.3,47.6,50.1,43.8,31.9,37.9,18.0,18.3,54.5,52.3,34.8,32.9,0.312,0.299,31.5,20.2,79.8,68.5,3.8,4.5,6.2,10.0,0.194,0.167,23.7,25.2,-0.5,0.964,0.972,15.2,11.4,0.586
Indiana St,79.0,81.5,-2.5,1.06,1.094,48.1,51.7,41.5,49.6,38.6,30.1,19.8,20.3,56.6,54.5,35.0,35.9,0.359,0.388,23.8,25.0,75.0,76.2,3.3,5.9,8.8,11.0,0.206,0.186,25.7,24.0,-3.1,0.91,0.952,17.3,14.0,0.4
Vanderbilt,78.9,74.3,4.6,1.099,1.035,51.4,48.7,49.8,48.1,30.8,31.1,19.5,20.8,53.5,51.4,32.5,36.6,0.334,0.385,29.1,27.7,72.3,70.9,7.0,6.9,12.5,7.8,0.193,0.168,25.0,24.2,5.2,0.993,0.921,12.5,17.4,0.606
Belmont,78.9,76.8,2.1,1.097,1.068,49.3,48.8,45.7,48.6,39.8,36.0,14.5,15.4,52.9,54.6,38.1,35.1,0.261,0.27,25.6,27.6,72.4,74.4,5.2,5.5,9.8,9.7,0.238,0.215,21.7,21.9,0.7,0.96,0.95,14.0,15.4,0.656
NC Asheville,78.9,79.5,-0.6,1.086,1.095,51.5,51.8,52.9,48.7,27.8,30.4,19.3,20.9,52.4,53.8,34.2,35.2,0.344,0.401,28.9,31.9,68.1,71.1,7.0,3.5,9.9,7.4,0.177,0.19,26.6,25.0,1.7,0.985,0.962,12.8,15.5,0.607
St John's,78.8,65.5,13.3,1.074,0.892,51.7,41.7,59.0,47.8,23.8,34.1,17.2,18.1,51.6,45.6,30.8,31.0,0.3,0.303,35.7,26.8,73.2,64.3,9.0,5.6,12.3,9.0,0.218,0.176,22.6,23.4,7.6,1.016,0.912,12.9,18.7,0.886
Washington St,78.8,78.4,0.5,1.071,1.064,49.7,49.9,49.9,50.4,33.4,31.0,16.6,18.6,58.0,52.0,36.5,33.5,0.324,0.326,29.2,30.8,69.2,70.8,7.9,4.7,8.7,10.7,0.229,0.189,26.1,24.8,-4.0,0.915,0.969,17.9,14.7,0.576
Ohio St,78.8,73.5,5.3,1.098,1.024,51.3,48.8,48.9,49.4,31.0,27.0,20.0,23.6,52.6,50.3,36.8,30.5,0.358,0.399,26.6,28.5,71.5,73.4,6.2,5.7,9.1,5.9,0.184,0.165,27.3,26.3,-0.2,0.958,0.96,13.7,14.6,0.531
Utah St,78.8,70.5,8.2,1.142,1.023,53.4,47.3,48.3,45.2,32.7,34.9,19.0,19.9,57.5,52.7,34.9,34.0,0.37,0.356,32.2,27.3,72.7,67.8,5.2,5.7,12.1,9.6,0.244,0.207,26.4,26.3,4.3,0.984,0.922,13.7,17.5,0.758
Texas,78.5,72.6,5.9,1.109,1.026,52.2,48.9,50.4,48.7,28.8,29.5,20.7,21.8,51.7,47.8,36.2,33.8,0.368,0.389,28.7,27.3,72.7,71.3,7.4,5.2,8.8,8.2,0.182,0.17,26.4,26.5,1.6,0.987,0.965,12.5,14.3,0.543
Louisville,78.5,69.5,9.0,1.11,0.983,50.9,45.3,45.1,49.4,35.8,34.3,19.1,16.3,56.8,48.7,32.8,34.1,0.337,0.271,30.7,25.1,74.9,69.3,4.9,5.1,9.0,9.0,0.196,0.167,22.0,26.0,2.9,0.977,0.937,14.0,16.2,0.771
Michigan St,78.4,67.1,11.3,1.105,0.945,52.9,44.6,54.5,50.1,23.3,29.7,22.2,20.2,53.4,48.9,31.1,27.7,0.376,0.323,34.3,22.5,77.5,65.7,7.7,5.3,7.6,8.4,0.237,0.176,23.9,27.4,2.7,0.987,0.949,14.1,14.4,0.824
Oklahoma,78.3,74.6,3.6,1.099,1.048,50.8,49.4,44.9,49.9,32.5,29.8,22.6,20.3,54.1,55.0,36.5,30.3,0.399,0.357,25.2,30.3,69.7,74.8,3.9,6.1,10.9,10.2,0.189,0.172,26.0,25.9,-1.7,0.932,0.956,15.4,15.7,0.588
Florida Atlantic,78.1,76.4,1.8,1.079,1.055,50.4,49.2,49.5,48.3,32.6,31.9,17.9,19.8,53.9,47.0,35.1,37.1,0.333,0.333,28.3,28.2,71.8,71.7,7.2,5.2,8.2,10.3,0.218,0.19,23.9,23.8,-0.9,0.964,0.976,14.1,13.7,0.515
Xavier,78.1,71.6,6.5,1.093,1.002,50.5,46.6,46.7,51.6,32.2,31.4,21.1,17.0,51.2,50.6,39.1,34.4,0.367,0.286,20.9,23.6,76.4,79.1,4.3,7.0,10.8,8.1,0.234,0.201,21.9,24.8,-0.1,0.931,0.932,14.1,15.6,0.647
Michigan,78.0,71.1,6.9,1.07,0.975,50.0,45.4,49.2,49.5,31.9,32.2,18.9,18.3,57.5,46.0,33.4,31.0,0.35,0.283,31.3,26.9,73.1,68.7,5.6,4.2,7.4,10.0,0.221,0.155,23.4,25.2,-3.1,0.933,0.975,17.2,13.7,0.743
Toledo,77.9,81.1,-3.3,1.094,1.139,52.6,52.4,56.5,52.7,22.5,32.5,21.0,14.8,50.6,55.9,33.6,38.2,0.355,0.265,28.7,29.0,71.0,71.3,4.4,5.4,7.3,8.2,0.18,0.194,22.4,26.0,2.1,0.998,0.969,11.8,13.5,0.531
Purdue,77.8,70.9,6.9,1.151,1.049,53.7,48.9,50.1,50.9,31.5,31.5,18.3,17.6,55.3,56.3,38.3,30.9,0.347,0.307,30.0,28.6,71.4,70.0,2.9,5.4,9.6,8.6,0.234,0.219,23.7,26.6,1.3,0.973,0.953,13.5,15.4,0.677
Temple,77.7,77.6,0.1,1.066,1.064,51.5,50.6,49.8,51.0,25.3,28.7,24.9,20.3,48.2,51.0,35.8,33.3,0.452,0.364,28.5,29.0,71.0,71.5,5.9,7.0,8.5,9.6,0.145,0.202,24.8,27.2,-1.2,0.97,0.987,13.6,13.0,0.516
Miami OH,77.7,73.3,4.4,1.082,1.02,48.9,47.7,46.0,49.3,38.5,31.9,15.5,18.8,53.9,51.9,38.2,33.6,0.281,0.333,25.5,27.5,72.5,74.5,6.0,5.4,10.5,10.3,0.215,0.173,25.0,23.3,0.1,0.935,0.934,15.5,16.6,0.719
Grand Canyon,77.6,70.0,7.6,1.045,0.942,50.6,44.7,52.2,52.1,23.8,28.1,24.0,19.8,52.7,46.7,31.3,32.3,0.437,0.324,30.4,26.6,73.4,69.6,8.6,5.9,12.2,9.2,0.183,0.159,23.7,27.2,2.1,0.947,0.919,16.0,17.8,0.758
N Alabama,77.5,71.0,6.5,1.119,1.025,52.9,47.2,53.6,48.5,28.8,35.2,17.5,16.3,51.0,51.6,34.6,32.5,0.31,0.282,31.7,27.1,72.9,68.3,5.4,6.3,10.4,7.0,0.172,0.191,21.6,23.1,4.2,1.028,0.968,10.8,14.4,0.667
UCSD,77.5,63.0,14.5,1.126,0.915,50.8,41.7,41.8,43.7,39.7,37.4,18.4,19.0,56.0,46.3,36.1,33.1,0.334,0.299,23.0,25.1,74.9,77.0,4.0,5.0,13.7,6.6,0.218,0.163,24.3,23.9,6.0,0.97,0.883,11.8,20.4,0.849
UMBC,77.3,80.6,-3.3,1.053,1.099,48.9,51.6,50.0,55.8,33.3,29.0,16.7,15.2,53.8,54.2,38.4,35.8,0.316,0.279,17.4,31.7,68.3,82.6,3.9,4.9,9.7,8.9,0.192,0.193,20.8,20.6,-4.1,0.917,0.972,14.6,15.0,0.345
Rhode Island,77.1,75.2,2.0,1.054,1.027,50.3,48.0,49.6,50.5,29.2,31.0,21.2,18.5,53.3,50.6,34.6,31.5,0.411,0.308,26.7,26.9,73.1,73.3,5.3,6.8,8.0,11.2,0.187,0.189,22.3,27.1,-2.1,0.941,0.97,15.7,13.9,0.567
UConn,77.1,67.8,9.3,1.146,1.007,52.5,48.0,48.8,48.2,33.3,28.3,17.9,23.6,57.3,45.8,35.1,34.6,0.307,0.403,34.7,23.4,76.6,65.3,11.7,5.0,8.0,8.4,0.258,0.148,27.0,23.9,1.6,0.978,0.954,14.6,13.7,0.706
Columbia,77.1,80.6,-3.5,1.059,1.107,49.3,50.1,51.8,48.5,31.3,37.4,16.9,14.2,53.9,54.6,33.8,39.2,0.295,0.254,23.6,25.4,74.6,76.4,3.4,6.1,10.1,8.5,0.231,0.259,21.6,22.0,0.4,0.952,0.947,13.7,14.5,0.4
Rutgers,77.0,77.6,-0.5,1.06,1.067,50.4,49.9,51.4,52.0,28.1,31.3,20.4,16.7,51.3,52.9,32.9,35.1,0.362,0.305,28.8,29.3,70.7,71.2,6.4,5.4,9.7,7.9,0.178,0.2,23.5,26.4,1.6,0.981,0.959,13.3,15.0,0.469
Omaha,77.0,76.2,0.8,1.091,1.08,51.0,49.9,48.2,44.2,31.8,35.7,20.0,20.1,52.1,53.5,35.6,35.2,0.36,0.372,28.3,22.6,77.4,71.7,3.9,5.2,8.2,8.0,0.188,0.192,26.0,25.9,1.4,0.973,0.953,13.6,13.2,0.606
Mississippi,77.0,71.5,5.5,1.074,0.997,50.2,46.7,47.4,45.2,32.1,33.2,20.5,21.5,50.9,51.5,34.3,32.4,0.358,0.389,22.9,27.8,72.2,77.1,6.8,6.7,12.1,8.2,0.198,0.196,25.3,25.0,3.9,0.977,0.923,11.5,17.6,0.677
Lipscomb,77.0,68.2,8.8,1.12,0.992,50.3,46.2,43.5,56.3,38.3,30.7,18.2,13.1,56.5,50.5,36.4,31.2,0.312,0.22,21.5,25.2,74.8,78.5,4.7,5.5,9.7,9.2,0.213,0.152,18.6,23.0,-1.6,0.945,0.969,13.3,13.9,0.697
Robert Morris,76.9,71.6,5.3,1.073,0.999,50.8,46.9,49.6,52.8,29.5,29.5,20.9,17.8,50.7,50.6,34.6,34.0,0.376,0.303,34.7,25.5,74.5,65.3,7.7,6.0,9.0,9.9,0.224,0.189,23.3,26.7,3.7,0.977,0.926,15.4,16.5,0.735
USC,76.9,75.5,1.4,1.084,1.065,51.2,50.0,52.0,50.9,28.0,29.0,19.9,20.1,54.3,54.3,36.7,32.9,0.364,0.349,27.2,28.7,71.3,72.8,5.2,6.1,9.0,9.6,0.218,0.218,25.2,25.5,-0.8,0.934,0.946,15.7,15.6,0.485
Delaware,76.8,78.7,-2.0,1.07,1.098,49.0,51.8,48.7,53.1,33.8,28.0,17.5,18.9,54.1,51.9,37.7,35.3,0.3,0.329,19.8,30.7,69.3,80.2,4.6,6.0,8.8,8.3,0.194,0.178,23.7,21.9,-4.5,0.92,0.982,15.0,13.4,0.412
Charleston,76.7,73.9,2.8,1.055,1.017,49.2,47.2,48.0,52.1,33.0,32.1,19.0,15.8,51.8,51.4,35.5,32.1,0.346,0.265,24.0,26.8,73.2,76.0,3.8,6.0,8.9,9.3,0.217,0.201,21.5,23.3,-1.1,0.948,0.963,14.3,14.3,0.719
Arkansas,76.7,71.2,5.5,1.06,0.984,50.2,45.8,52.4,49.8,27.7,32.1,19.9,18.1,54.3,48.3,33.0,32.2,0.354,0.294,25.1,26.5,73.5,74.9,9.4,4.5,10.7,9.3,0.199,0.172,22.2,23.9,-0.3,0.945,0.949,14.5,15.4,0.618
Milwaukee,76.7,72.5,4.1,1.074,1.016,52.2,47.5,56.5,50.6,23.3,30.7,20.1,18.7,53.1,52.2,31.9,33.6,0.38,0.324,38.9,24.8,75.2,61.1,5.7,7.1,10.4,10.0,0.191,0.186,24.8,27.2,4.0,0.983,0.926,16.2,16.3,0.633
NC Wilmington,76.6,70.3,6.3,1.115,1.024,52.9,47.2,51.6,46.8,27.0,36.3,21.3,16.9,53.7,50.7,32.8,34.0,0.374,0.304,34.4,25.6,74.4,65.6,5.9,6.0,9.2,8.4,0.214,0.179,24.4,26.9,2.9,0.996,0.954,13.6,14.9,0.758
Marquette,76.6,68.7,7.8,1.088,0.977,49.5,45.6,47.8,50.9,37.0,30.8,15.2,18.3,54.7,51.3,32.6,31.8,0.259,0.305,28.0,28.4,71.6,72.0,6.5,4.6,12.7,8.0,0.195,0.209,22.8,20.9,5.9,0.997,0.914,11.8,18.6,0.677
Longwood,76.6,76.1,0.4,1.068,1.062,51.8,50.2,51.0,50.5,24.7,30.4,24.3,19.0,52.3,59.8,32.9,33.7,0.454,0.383,30.6,28.2,71.8,69.4,3.8,5.1,10.5,10.0,0.179,0.186,26.1,29.1,3.4,0.957,0.91,15.6,18.3,0.517
E Kentucky,76.5,75.9,0.6,1.082,1.074,49.0,50.3,46.2,51.2,37.0,31.1,16.8,17.7,47.7,52.1,34.9,35.5,0.26,0.318,31.0,31.1,68.9,69.0,5.9,4.9,11.7,8.0,0.18,0.191,23.9,21.6,3.9,1.02,0.965,11.7,15.3,0.533
William & Mary,76.5,78.5,-2.0,1.06,1.088,48.1,50.7,40.5,47.9,40.0,32.8,19.4,19.3,55.8,54.4,34.5,34.8,0.356,0.355,24.4,29.9,70.1,75.6,2.8,5.6,9.6,9.7,0.221,0.195,25.1,26.0,-2.1,0.929,0.959,16.1,15.2,0.5
Wright St,76.5,77.5,-1.1,1.087,1.102,50.1,51.9,52.3,51.1,33.3,30.3,14.4,18.6,55.3,52.2,38.6,36.7,0.27,0.345,25.7,26.4,73.6,74.3,5.1,4.9,7.9,10.4,0.212,0.196,24.2,23.2,-3.2,0.934,0.98,15.7,12.4,0.419
Oregon,76.4,70.4,6.0,1.077,0.992,50.2,46.3,50.2,52.8,30.5,30.2,19.3,16.7,53.2,50.0,34.4,31.1,0.33,0.273,27.7,27.8,72.2,72.3,6.2,5.4,10.2,8.5,0.204,0.183,22.9,24.8,-0.1,0.955,0.956,14.4,15.3,0.735
North Dakota,76.3,82.2,-5.9,1.064,1.146,49.9,53.0,49.1,49.2,31.7,32.9,19.1,17.9,50.3,57.1,32.5,37.1,0.336,0.33,32.5,27.7,72.3,67.5,4.2,5.6,7.4,9.4,0.169,0.195,23.9,26.4,2.0,0.997,0.969,14.0,13.2,0.3
San Francisco,76.2,69.4,6.8,1.073,0.977,49.8,47.3,46.9,55.2,34.2,24.1,18.9,20.7,54.6,52.1,34.0,28.0,0.346,0.362,27.7,24.5,75.5,72.3,5.8,4.3,9.3,9.4,0.194,0.165,26.7,25.5,2.2,0.959,0.929,14.7,16.0,0.727
Morgan St,76.2,82.8,-6.6,1.023,1.111,50.6,53.0,62.5,50.8,16.6,28.7,20.9,20.4,49.5,51.0,31.6,36.8,0.357,0.391,32.2,36.2,63.8,67.8,7.3,6.9,8.2,9.7,0.165,0.211,25.1,24.4,-2.2,0.968,0.998,15.3,14.2,0.357
